founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
31183,19,Female,7,Media,6162.0,Poor,Very High,Average,2,No,32,PhD,Married,5.0,Mid,Medium,17.0,No,No,No,Good,Low,Stayed
764,38,Female,8,Technology,7718.0,Fair,High,High,1,Yes,68,High School,Married,1.0,Entry,Large,38.0,No,No,No,Good,Medium,Left
43004,55,Female,10,Media,5939.0,Fair,High,Below Average,1,Yes,52,Bachelor’s Degree,Divorced,1.0,Mid,Small,71.0,No,No,No,Poor,High,Left
56235,40,Female,4,Technology,11831.0,Good,High,High,2,No,98,Master’s Degree,Married,0.0,Mid,Medium,67.0,Yes,No,No,Good,Low,Stayed
55585,28,Male,4,Technology,7932.0,Fair,Very High,Low,2,Yes,44,Master’s Degree,Married,2.0,Senior,Medium,12.0,No,No,No,Poor,Low,Left
31608,57,Male,27,Healthcare,5916.0,Good,Very High,Below Average,0,No,51,Bachelor’s Degree,Married,3.0,Mid,Large,62.0,Yes,No,No,Poor,Medium,Stayed
14481,50,Female,6,Finance,9657.0,Fair,Medium,High,0,No,55,Bachelor’s Degree,Divorced,1.0,Senior,Medium,77.0,Yes,No,No,Good,Low,Stayed
4454,41,Female,22,Technology,12643.0,Good,Medium,Average,4,No,53,Associate Degree,Divorced,0.0,Senior,Medium,65.0,No,No,No,Poor,High,Stayed
35125,48,Male,10,Finance,7049.0,,Medium,High,1,No,38,Master’s Degree,Single,0.0,Senior,Small,31.0,No,No,No,Fair,High,Stayed
16741,24,Male,14,Technology,10503.0,Excellent,Very High,Average,1,No,30,Bachelor’s Degree,Single,1.0,Mid,Large,77.0,No,No,No,Poor,High,Stayed
33694,54,Female,4,Finance,6604.0,Fair,High,High,0,No,7,Master’s Degree,Married,3.0,Mid,Medium,64.0,No,Yes,No,Excellent,Low,Stayed
5641,21,Male,9,Technology,8335.0,Excellent,High,High,0,No,51,Master’s Degree,Single,0.0,Mid,Small,65.0,No,No,No,Fair,High,Stayed
55759,21,Male,7,Technology,3702.0,,,Average,0,No,36,Associate Degree,Single,4.0,Entry,Large,22.0,Yes,No,No,Fair,High,Stayed
51762,25,Male,14,Finance,5954.0,,High,Average,0,No,72,High School,Divorced,1.0,Entry,Medium,81.0,No,Yes,No,Good,Very High,Left
46241,49,Male,36,Finance,10022.0,Good,Low,Below Average,1,No,69,Associate Degree,Single,4.0,Mid,Medium,52.0,No,No,No,Good,Medium,Left
4369,43,Male,35,Finance,10250.0,Fair,Medium,Below Average,4,Yes,31,Master’s Degree,Married,0.0,Entry,Medium,79.0,No,No,No,Good,Medium,Left
67464,26,Male,18,Education,4968.0,Good,Medium,Below Average,1,No,91,Master’s Degree,Married,2.0,Entry,Medium,78.0,No,No,No,Good,Medium,Stayed
56457,20,Female,6,Media,5765.0,Fair,Medium,Average,0,No,31,Bachelor’s Degree,Single,1.0,Mid,Small,26.0,No,No,Yes,Fair,Low,Left
57135,45,Male,24,Education,4893.0,Good,Medium,Average,0,No,29,Bachelor’s Degree,Divorced,1.0,Mid,Large,27.0,No,No,No,Fair,Medium,Stayed
7099,30,Male,15,Education,3735.0,Good,Medium,Average,0,No,32,Bachelor’s Degree,Divorced,1.0,Senior,Small,69.0,No,No,No,Good,Low,Stayed
69561,24,Male,8,Media,6551.0,Fair,Medium,Below Average,0,Yes,99,Associate Degree,Single,4.0,Entry,Small,41.0,No,No,No,Poor,Medium,Left
3468,52,Male,36,Technology,10345.0,,Very High,Low,1,No,19,Associate Degree,Married,5.0,Mid,Medium,74.0,No,No,No,Fair,Medium,Stayed
4583,27,Female,12,Healthcare,8389.0,Excellent,High,Average,2,No,42,Associate Degree,Single,1.0,Entry,Medium,69.0,No,No,Yes,Poor,High,Left
53075,44,Male,34,Media,6546.0,,High,Average,1,Yes,7,Associate Degree,Single,4.0,Mid,Large,57.0,No,No,Yes,Good,High,Stayed
43699,28,Male,10,Media,6433.0,,,Average,1,Yes,40,Associate Degree,Married,2.0,Mid,Small,46.0,Yes,No,Yes,Fair,Very High,Stayed
14701,34,Male,6,Media,5984.0,Poor,High,Average,0,No,99,Bachelor’s Degree,Married,1.0,Mid,Medium,58.0,No,No,No,Good,Low,Stayed
33349,36,Male,8,Technology,9707.0,Fair,High,High,0,No,23,Associate Degree,Married,3.0,Entry,Medium,39.0,No,No,No,Poor,Low,Left
71788,54,Male,16,Technology,8178.0,Fair,Medium,Average,0,No,80,Master’s Degree,Married,3.0,Mid,Medium,46.0,Yes,No,No,Good,High,Stayed
62325,20,Female,2,Media,5942.0,Poor,High,High,2,Yes,81,Bachelor’s Degree,Single,3.0,Mid,Medium,51.0,No,No,No,Poor,High,Left
46041,23,Female,9,Healthcare,9043.0,Good,Low,Average,0,No,81,High School,Married,0.0,Mid,Medium,65.0,Yes,No,No,Good,Low,Stayed
65976,18,Male,9,Technology,9888.0,Good,High,High,1,No,82,Associate Degree,Divorced,5.0,Entry,Medium,86.0,No,No,No,Good,High,Stayed
39765,23,Male,11,Finance,9614.0,Fair,Medium,High,2,No,8,High School,Married,4.0,Mid,Small,79.0,No,No,No,Good,Medium,Stayed
11326,51,Male,10,Finance,11749.0,Fair,High,High,0,No,37,Bachelor’s Degree,Single,0.0,Entry,Medium,21.0,No,No,No,Good,Low,Stayed
47633,48,Male,38,Technology,8333.0,Good,Very High,Average,1,Yes,7,Bachelor’s Degree,Divorced,3.0,Senior,Large,93.0,Yes,No,Yes,Good,Medium,Stayed
60109,19,Male,5,Education,4059.0,Good,High,Average,1,No,12,Associate Degree,Single,4.0,Mid,Small,81.0,No,No,No,Good,Low,Left
73612,33,Female,12,Healthcare,8116.0,Good,Very High,High,0,No,22,Associate Degree,Married,0.0,Entry,Medium,67.0,No,No,No,Good,Low,Stayed
49787,18,Female,8,Media,6359.0,Fair,High,Average,0,No,27,High School,Married,4.0,Entry,Medium,34.0,Yes,No,No,Good,High,Stayed
70644,46,Female,15,Technology,8944.0,Excellent,High,Average,2,Yes,65,High School,Married,5.0,Mid,Medium,40.0,No,No,No,Good,High,Stayed
73998,29,Male,20,Healthcare,6595.0,,Medium,Below Average,2,No,99,Associate Degree,Divorced,4.0,Entry,Medium,38.0,No,No,No,Good,Low,Left
47656,48,Male,23,Technology,11764.0,Good,Very High,High,1,Yes,66,High School,Married,1.0,Senior,Small,69.0,No,No,No,Excellent,Low,Stayed
24761,43,Male,17,Healthcare,6642.0,Good,Medium,High,0,Yes,4,High School,Divorced,4.0,Mid,Large,56.0,No,No,No,Excellent,Medium,Stayed
15781,18,Female,5,Healthcare,7973.0,Excellent,Very High,High,0,Yes,3,Associate Degree,Married,0.0,Entry,Medium,65.0,No,No,No,Excellent,High,Left
41878,40,Female,24,Education,4261.0,Fair,High,Average,2,Yes,73,PhD,Married,0.0,Mid,Small,67.0,No,No,No,Poor,Low,Left
23740,35,Male,12,Finance,8953.0,Excellent,High,Below Average,0,No,49,Bachelor’s Degree,Single,1.0,Senior,Medium,62.0,Yes,No,No,Poor,Medium,Stayed
42853,20,Female,8,Media,6096.0,Good,Medium,Below Average,2,No,5,Associate Degree,Married,0.0,Mid,Medium,48.0,Yes,No,Yes,Good,Low,Stayed
16273,53,Male,8,Finance,11838.0,Good,Very High,Below Average,4,Yes,6,High School,Married,1.0,Mid,Small,83.0,Yes,No,No,Good,High,Stayed
20106,59,Male,4,Education,5888.0,Excellent,High,Average,0,No,81,High School,Married,3.0,Mid,Medium,25.0,No,No,No,Good,Low,Left
20562,28,Female,2,Healthcare,7714.0,Fair,Very High,Average,0,No,58,Master’s Degree,Divorced,1.0,Mid,Small,36.0,Yes,No,No,Good,Low,Left
21053,50,Female,37,Technology,11205.0,Good,High,Average,2,No,49,Associate Degree,Single,3.0,Entry,Medium,99.0,No,No,No,Good,Low,Left
3663,43,Male,16,Education,5583.0,Fair,High,High,4,No,40,Associate Degree,Married,1.0,Senior,Small,92.0,No,No,Yes,Poor,Low,Stayed
52540,34,Male,26,Media,,,,Average,1,No,22,Master’s Degree,Married,,Mid,,,No,Yes,No,Good,Low,Stayed
14614,58,Male,47,Finance,9214.0,Good,High,Average,0,No,16,Master’s Degree,Married,1.0,Senior,Small,68.0,No,Yes,No,Good,Medium,Stayed
36789,21,Male,2,Technology,9499.0,Poor,Very High,Average,1,No,53,Bachelor’s Degree,Single,4.0,Entry,Small,30.0,Yes,No,No,Good,Low,Left
63651,47,Male,26,Healthcare,7792.0,Fair,Very High,Average,1,Yes,95,Master’s Degree,Married,1.0,Entry,Medium,94.0,No,No,No,Poor,High,Left
43665,29,Female,1,Technology,9815.0,,,Average,0,No,23,Bachelor’s Degree,Married,1.0,Senior,Medium,55.0,No,Yes,No,Good,High,Stayed
44601,33,Male,7,Education,4110.0,Good,Medium,High,2,No,88,Associate Degree,Single,1.0,Mid,Medium,79.0,No,No,No,Good,Low,Left
765,22,Male,10,Healthcare,7942.0,,,Below Average,2,No,53,Bachelor’s Degree,Single,,Mid,,,Yes,No,Yes,Fair,Low,Stayed
8822,52,Female,19,Healthcare,9089.0,Good,High,High,0,No,12,Associate Degree,Married,1.0,Entry,Large,98.0,No,No,No,Good,High,Stayed
44251,56,Male,10,Finance,6318.0,Good,Very High,Below Average,0,No,39,Bachelor’s Degree,Married,3.0,Mid,Medium,62.0,No,No,No,Fair,Medium,Stayed
10054,54,Female,40,Healthcare,8898.0,Fair,Very High,Average,0,Yes,40,Associate Degree,Married,4.0,Entry,Large,96.0,No,No,No,Good,High,Left
51866,28,Male,1,Media,5305.0,Good,Very High,Average,0,Yes,6,Bachelor’s Degree,Divorced,2.0,Senior,Medium,16.0,Yes,No,No,Excellent,Medium,Stayed
41852,18,Male,10,Media,6751.0,Poor,Medium,Average,2,Yes,30,Master’s Degree,Divorced,1.0,Entry,Small,42.0,No,No,No,Fair,Low,Left
38159,26,Female,3,Education,3599.0,Poor,Medium,Average,0,No,57,Bachelor’s Degree,Married,1.0,Senior,Small,68.0,Yes,No,Yes,Poor,Very High,Stayed
69514,47,Female,39,Technology,7017.0,Fair,High,High,1,Yes,85,High School,Married,0.0,Mid,Large,108.0,No,No,No,Good,Medium,Stayed
44564,26,Female,13,Education,4516.0,,,Average,1,Yes,34,High School,Single,,Entry,Small,,No,No,No,Fair,Low,Left
60773,46,Male,12,Healthcare,8092.0,Good,Medium,Average,0,Yes,59,Master’s Degree,Married,0.0,Senior,Small,51.0,No,No,No,Poor,Very High,Stayed
29145,40,Female,30,Healthcare,9282.0,Good,High,High,0,No,1,Bachelor’s Degree,Married,1.0,Entry,Medium,79.0,No,No,No,Good,Low,Left
42014,32,Male,17,Technology,8522.0,Good,Low,Low,1,No,62,Bachelor’s Degree,Married,2.0,Entry,Medium,69.0,No,No,No,Poor,Medium,Left
28783,49,Male,23,Education,4104.0,Good,High,Average,2,No,57,Bachelor’s Degree,Single,1.0,Entry,Small,55.0,Yes,No,No,Good,Low,Left
1747,37,Female,25,Media,,,,Low,0,No,99,Bachelor’s Degree,Married,,Entry,,,No,No,No,Poor,High,Left
63640,42,Female,7,Technology,,,,Average,0,Yes,15,Bachelor’s Degree,Married,,Mid,,,No,No,Yes,Excellent,Very High,Stayed
29980,27,Female,6,Finance,10149.0,Good,High,Average,0,No,5,Bachelor’s Degree,Married,0.0,Senior,Medium,82.0,No,No,No,Good,Low,Stayed
65492,47,Female,23,Healthcare,9116.0,,,High,0,Yes,78,Bachelor’s Degree,Divorced,,Mid,,,No,No,No,Poor,Medium,Left
59553,31,Female,12,Education,3287.0,Fair,High,Average,0,No,60,High School,Married,1.0,Senior,Medium,22.0,No,No,No,Poor,Low,Left
46665,57,Female,9,Education,4756.0,Fair,Very High,Below Average,1,No,52,Bachelor’s Degree,Divorced,0.0,Mid,Medium,83.0,No,No,No,Good,Low,Left
51048,34,Male,1,Technology,9502.0,Excellent,Medium,Average,0,No,85,High School,Married,0.0,Senior,Small,49.0,No,No,Yes,Poor,Medium,Stayed
36655,56,Male,18,Healthcare,8293.0,Fair,High,High,0,No,93,Associate Degree,Married,2.0,Mid,Small,21.0,Yes,No,No,Good,Low,Left
55678,29,Female,5,Technology,6462.0,Poor,High,Average,2,No,66,High School,Divorced,1.0,Senior,Medium,15.0,No,No,No,Good,High,Stayed
60238,28,Female,18,Media,6029.0,Good,Medium,Below Average,2,No,84,High School,Single,1.0,Senior,Medium,59.0,No,No,Yes,Good,Low,Left
45287,40,Male,12,Healthcare,8395.0,Poor,Very High,High,2,Yes,7,Associate Degree,Single,3.0,Entry,Large,63.0,No,No,No,Good,Medium,Left
74138,27,Male,3,Technology,10108.0,Fair,High,High,2,No,80,Bachelor’s Degree,Single,1.0,Entry,Large,58.0,No,No,No,Good,Low,Left
3440,40,Male,13,Education,3173.0,Excellent,High,High,1,No,72,High School,Married,0.0,Mid,Large,61.0,No,No,No,Fair,Medium,Left
5656,49,Male,21,Finance,9795.0,Good,High,Average,1,No,94,High School,Divorced,0.0,Entry,Medium,52.0,Yes,No,Yes,Poor,Low,Stayed
34728,25,Male,17,Technology,8437.0,Excellent,Medium,High,1,No,16,Bachelor’s Degree,Divorced,0.0,Entry,Medium,73.0,Yes,No,No,Good,High,Stayed
14687,22,Male,14,Education,5084.0,,,Average,1,No,15,Master’s Degree,Single,,Mid,Medium,,No,No,No,Good,Low,Left
52283,49,Male,8,Healthcare,9622.0,Good,Medium,Average,0,No,85,High School,Divorced,1.0,Senior,Large,55.0,No,No,No,Good,Medium,Stayed
1952,19,Male,4,Healthcare,8366.0,Poor,Very High,Average,1,Yes,37,Bachelor’s Degree,Divorced,4.0,Entry,Medium,20.0,No,No,No,Fair,Medium,Left
37876,59,Female,29,Media,6124.0,Excellent,High,Average,1,No,92,Bachelor’s Degree,Married,0.0,Mid,Medium,33.0,No,No,No,Fair,Medium,Stayed
58877,37,Female,4,Technology,10155.0,Good,Medium,Average,1,No,95,High School,Married,3.0,Entry,Medium,13.0,No,No,No,Good,Low,Stayed
68987,21,Male,7,Healthcare,8503.0,,,Average,3,No,63,Bachelor’s Degree,Single,,Mid,,,No,No,No,Excellent,High,Stayed
57046,56,Male,38,Finance,8619.0,,,High,2,No,16,PhD,Married,,Mid,,,No,No,No,Good,High,Stayed
30087,50,Male,42,Media,6396.0,Good,High,Average,0,No,84,Master’s Degree,Married,1.0,Senior,Medium,58.0,No,No,No,Fair,Medium,Stayed
36237,47,Male,31,Education,3820.0,Fair,Low,Average,2,No,50,High School,Single,3.0,Mid,Medium,59.0,No,No,No,Fair,Medium,Left
18155,30,Male,19,Technology,11814.0,Excellent,High,Average,0,Yes,4,Associate Degree,Married,0.0,Mid,Medium,57.0,No,No,No,Poor,High,Stayed
72963,54,Male,1,Healthcare,,,,Average,1,No,6,Bachelor’s Degree,Single,,Entry,,,No,No,No,Good,Medium,Left
29638,33,Female,7,Media,6555.0,Poor,High,Average,2,Yes,48,High School,Married,0.0,Senior,Medium,26.0,No,No,No,Good,Low,Stayed
43698,23,Male,4,Technology,8347.0,,,Average,0,No,27,Associate Degree,Married,,Senior,Large,,No,No,Yes,Good,Low,Stayed
32284,48,Male,37,Technology,8058.0,,High,Average,2,Yes,88,Associate Degree,Single,0.0,Entry,Medium,76.0,No,No,No,Good,High,Left
63402,49,Male,33,Finance,8379.0,Poor,High,Low,0,No,12,Associate Degree,Single,5.0,Entry,Medium,85.0,No,No,No,Fair,Medium,Left
27095,22,Male,1,Education,3731.0,Excellent,Very High,High,0,Yes,2,PhD,Married,0.0,Mid,Large,62.0,No,No,No,Good,Medium,Stayed
5290,47,Male,16,Healthcare,7187.0,Fair,Very High,Average,0,No,40,High School,Married,1.0,Mid,Small,55.0,No,No,No,Good,Low,Left
21668,27,Female,12,Finance,9249.0,Fair,Low,Average,0,Yes,32,Bachelor’s Degree,Single,0.0,Entry,Large,22.0,No,No,No,Poor,Very High,Left
43496,50,Male,27,Healthcare,7495.0,Excellent,High,High,1,Yes,35,High School,Married,3.0,Senior,Large,45.0,No,No,Yes,Fair,Medium,Stayed
27780,44,Male,15,Media,6011.0,,Medium,Average,2,Yes,56,High School,Divorced,0.0,Entry,Small,30.0,No,No,Yes,Poor,High,Left
68783,33,Female,12,Education,5020.0,Good,High,Average,0,No,50,Associate Degree,Married,2.0,Mid,Medium,68.0,No,No,Yes,Good,Low,Stayed
67952,22,Male,1,Healthcare,8249.0,Fair,High,Low,2,No,59,High School,Divorced,3.0,Entry,Small,48.0,No,No,No,Poor,Low,Left
23671,27,Female,2,Media,5663.0,Good,Very High,Average,1,No,60,Bachelor’s Degree,Single,0.0,Entry,Medium,34.0,No,No,No,Good,Medium,Left
70427,51,Female,20,Finance,7924.0,Excellent,High,Below Average,0,No,68,Bachelor’s Degree,Married,3.0,Entry,Medium,43.0,No,No,No,Good,Medium,Stayed
12776,26,Male,12,Technology,8101.0,Good,Medium,High,4,Yes,64,Master’s Degree,Married,0.0,Mid,Medium,83.0,No,No,No,Poor,High,Stayed
67592,35,Male,5,Media,5453.0,Fair,High,Average,1,No,61,Associate Degree,Divorced,2.0,Entry,Medium,39.0,No,No,Yes,Poor,Low,Stayed
21567,27,Female,9,Finance,8991.0,Good,High,Average,2,No,68,Bachelor’s Degree,Married,1.0,Senior,Small,17.0,Yes,No,No,Fair,Low,Stayed
40992,25,Female,6,Finance,7545.0,Excellent,Medium,Average,0,No,71,Bachelor’s Degree,Married,0.0,Mid,Medium,33.0,No,No,No,Good,Low,Left
53403,35,Female,23,Finance,8830.0,,,High,1,No,33,Associate Degree,Single,3.0,Mid,Large,62.0,No,No,No,Good,Low,Stayed
8087,57,Male,39,Media,6186.0,Poor,High,Average,4,No,42,Master’s Degree,Married,1.0,Mid,Medium,59.0,No,No,No,Good,High,Stayed
56432,23,Male,14,Healthcare,7515.0,Excellent,High,Average,1,No,1,High School,Single,0.0,Entry,Large,20.0,No,No,No,Good,Low,Left
2448,28,Male,9,Technology,8245.0,Good,High,Below Average,0,No,59,High School,Married,1.0,Entry,Small,76.0,No,No,No,Good,Medium,Stayed
24152,34,Male,13,Healthcare,7292.0,Fair,High,Average,0,No,43,Master’s Degree,Married,4.0,Entry,Medium,73.0,No,No,No,Good,Medium,Left
29123,36,Male,18,Education,5152.0,Good,Very High,Average,1,No,79,Bachelor’s Degree,Divorced,2.0,Mid,Large,26.0,No,No,No,Excellent,High,Stayed
20419,59,Male,32,Education,4660.0,Good,High,Average,0,No,33,Associate Degree,Married,0.0,Mid,Small,94.0,No,No,No,Poor,Medium,Left
55275,35,Female,4,Technology,5783.0,Fair,High,Average,3,No,51,PhD,Single,1.0,Senior,Large,54.0,No,No,No,Poor,Low,Stayed
39928,25,Male,16,Technology,7945.0,,,Below Average,0,No,2,Master’s Degree,Single,0.0,Mid,Large,81.0,No,No,Yes,Poor,Low,Left
47417,20,Female,7,Finance,9469.0,Fair,High,Low,0,Yes,10,High School,Married,1.0,Mid,Large,18.0,No,No,No,Good,High,Left
19015,31,Male,21,Technology,12287.0,,,High,1,No,35,Master’s Degree,Married,4.0,Entry,Medium,70.0,No,No,No,Poor,Low,Stayed
31704,58,Male,34,Healthcare,7376.0,,,Average,0,No,57,High School,Married,0.0,Entry,Medium,94.0,No,Yes,No,Good,High,Left
54028,26,Male,1,Healthcare,6475.0,Good,Medium,Average,3,Yes,48,High School,Divorced,0.0,Entry,Medium,20.0,No,No,No,Good,High,Stayed
61923,51,Male,21,Finance,10428.0,Poor,High,Average,0,Yes,71,Associate Degree,Married,2.0,Mid,Small,51.0,No,No,No,Fair,High,Left
42292,26,Male,2,Technology,6051.0,Good,Very High,High,0,No,98,Master’s Degree,Single,2.0,Senior,Small,20.0,No,No,Yes,Good,Low,Stayed
22160,43,Male,4,Technology,7788.0,Fair,High,High,1,Yes,37,High School,Single,0.0,Entry,Large,41.0,Yes,No,Yes,Good,High,Left
64628,26,Male,5,Technology,7220.0,Fair,High,Average,0,No,85,Master’s Degree,Single,2.0,Entry,Medium,52.0,No,Yes,Yes,Good,Low,Left
7960,41,Female,2,Education,3820.0,Good,Very High,Below Average,0,No,96,Bachelor’s Degree,Married,1.0,Mid,Small,16.0,No,No,No,Poor,Low,Left
23584,33,Female,13,Technology,9539.0,Excellent,High,Average,1,No,36,PhD,Single,3.0,Mid,Medium,57.0,Yes,No,No,Poor,Very High,Stayed
7900,57,Female,34,Healthcare,8595.0,Poor,Low,Average,0,Yes,69,Associate Degree,Single,4.0,Mid,Small,64.0,No,No,No,Good,Medium,Left
22304,50,Female,25,Finance,9396.0,Poor,Low,Average,2,No,27,PhD,Divorced,2.0,Senior,Small,31.0,No,No,No,Good,Medium,Stayed
60133,23,Male,15,Technology,10720.0,Fair,Medium,Average,0,No,35,Associate Degree,Single,1.0,Mid,Medium,82.0,No,No,No,Good,Low,Left
32167,30,Male,1,Finance,10876.0,Fair,Medium,High,0,No,48,High School,Single,0.0,Entry,Medium,32.0,No,No,No,Good,Very High,Left
23539,19,Male,1,Finance,10714.0,,,Average,0,Yes,72,Bachelor’s Degree,Divorced,,Mid,Small,16.0,Yes,No,No,Good,Low,Left
58578,39,Male,13,Technology,10193.0,Fair,High,Average,3,No,38,Master’s Degree,Married,0.0,Entry,Small,37.0,No,No,No,Good,Low,Stayed
58757,56,Female,36,Healthcare,8397.0,Fair,High,High,1,No,18,Bachelor’s Degree,Married,0.0,Mid,Medium,53.0,No,No,No,Excellent,Low,Left
72202,24,Male,14,Technology,8368.0,Fair,High,Average,2,No,80,Bachelor’s Degree,Married,1.0,Entry,Small,74.0,No,No,No,Good,Medium,Left
7754,46,Male,16,Education,4442.0,Fair,Medium,Average,1,No,39,Bachelor’s Degree,Single,1.0,Entry,Small,31.0,No,No,No,Good,Low,Stayed
23631,45,Male,19,Technology,9249.0,Good,High,Below Average,0,No,67,High School,Married,1.0,Senior,Medium,88.0,No,No,Yes,Poor,Medium,Stayed
23982,30,Male,3,Finance,7822.0,Fair,High,High,0,Yes,15,Bachelor’s Degree,Divorced,3.0,Senior,Large,41.0,No,No,No,Good,Low,Stayed
4989,35,Female,18,Healthcare,7227.0,Excellent,High,Average,0,No,7,Master’s Degree,Single,0.0,Mid,Small,29.0,No,No,No,Fair,Low,Left
62236,34,Male,17,Healthcare,8414.0,,,Average,0,No,31,PhD,Married,0.0,Entry,Large,32.0,Yes,No,No,Good,High,Stayed
35852,37,Female,13,Media,,,,Below Average,0,No,64,High School,Married,,Mid,,,No,No,Yes,Good,Low,Left
73865,18,Male,5,Technology,8771.0,Fair,High,High,1,No,96,Bachelor’s Degree,Divorced,1.0,Mid,Small,14.0,No,No,No,Excellent,Low,Left
57710,22,Female,3,Healthcare,9776.0,Fair,Low,Below Average,0,No,72,Associate Degree,Single,4.0,Senior,Large,26.0,Yes,No,No,Good,Medium,Left
51702,32,Male,15,Technology,9140.0,Good,Very High,Average,0,Yes,21,Associate Degree,Married,1.0,Entry,Small,47.0,No,No,No,Poor,Low,Stayed
68014,28,Female,4,Education,5935.0,Poor,Very High,Low,1,No,20,Bachelor’s Degree,Married,1.0,Entry,Medium,66.0,No,No,No,Excellent,High,Left
4505,39,Male,24,Media,6951.0,Good,Medium,Below Average,2,No,34,Associate Degree,Single,2.0,Mid,Small,94.0,Yes,No,No,Good,Low,Stayed
38638,19,Female,1,Technology,7594.0,Fair,Medium,Average,1,No,69,Associate Degree,Single,0.0,Entry,Small,51.0,No,No,No,Excellent,High,Left
69487,23,Male,13,Technology,10915.0,Fair,High,High,0,No,87,Master’s Degree,Single,1.0,Mid,Large,39.0,No,Yes,No,Poor,Low,Stayed
72509,46,Male,26,Education,3797.0,Excellent,Medium,Average,0,No,49,Master’s Degree,Divorced,1.0,Mid,Large,60.0,No,No,No,Good,High,Stayed
5917,58,Female,15,Technology,9259.0,Poor,High,Average,4,Yes,75,Master’s Degree,Married,3.0,Senior,Medium,71.0,No,No,No,Fair,Low,Stayed
1330,59,Male,24,Healthcare,6938.0,Good,Medium,High,1,No,94,Associate Degree,Married,3.0,Mid,Small,85.0,No,No,No,Good,High,Stayed
64431,44,Female,24,Technology,10984.0,,Medium,Below Average,0,No,80,Master’s Degree,Divorced,3.0,Mid,Medium,101.0,Yes,No,Yes,Good,High,Stayed
23062,52,Female,37,Technology,8752.0,,,Average,0,No,17,Bachelor’s Degree,Single,,Senior,Large,88.0,No,No,No,Poor,High,Left
66668,53,Male,12,Finance,8572.0,Excellent,Medium,Below Average,1,Yes,73,Bachelor’s Degree,Married,1.0,Senior,Medium,79.0,No,No,No,Good,Medium,Stayed
33600,31,Male,5,Technology,7942.0,,Very High,Below Average,0,No,54,Bachelor’s Degree,Single,0.0,Entry,Small,13.0,No,No,No,Fair,Low,Left
46436,53,Male,20,Media,6041.0,Excellent,Very High,Below Average,0,Yes,45,Associate Degree,Single,3.0,Entry,Medium,72.0,No,No,No,Good,Low,Stayed
18311,48,Female,6,Technology,7740.0,Excellent,Very High,Average,0,Yes,89,High School,Divorced,2.0,Senior,Medium,24.0,No,No,No,Good,Medium,Left
26843,21,Male,13,Media,5952.0,,,High,0,No,18,Associate Degree,Single,1.0,Entry,Small,43.0,No,No,No,Good,Very High,Left
64781,40,Male,1,Healthcare,6798.0,Fair,Very High,Average,2,No,20,Bachelor’s Degree,Divorced,0.0,Mid,Large,70.0,No,No,No,Excellent,Medium,Left
39170,31,Male,1,Media,6663.0,Good,High,Average,1,Yes,93,Associate Degree,Married,3.0,Mid,Small,32.0,Yes,No,No,Poor,Medium,Left
67950,47,Female,17,Technology,8363.0,,,Low,2,Yes,61,Bachelor’s Degree,Single,2.0,Entry,Large,81.0,No,No,Yes,Poor,Low,Left
5938,56,Male,45,Media,5710.0,,High,High,1,No,96,Master’s Degree,Single,1.0,Mid,Small,68.0,No,No,No,Fair,Low,Left
11330,43,Female,11,Education,4148.0,Good,Medium,Below Average,1,No,40,Master’s Degree,Married,2.0,Mid,Medium,21.0,No,No,No,Good,Low,Stayed
6807,26,Female,4,Technology,6025.0,Good,Very High,Average,1,No,41,High School,Single,0.0,Mid,Medium,45.0,No,No,No,Good,High,Left
65076,25,Male,2,Media,6237.0,Good,Medium,Below Average,1,No,94,High School,Married,0.0,Entry,Small,62.0,No,No,No,Fair,High,Stayed
305,52,Male,17,Education,4783.0,Good,Very High,Average,2,Yes,11,PhD,Married,0.0,Entry,Medium,40.0,No,No,No,Excellent,Medium,Stayed
15974,18,Male,1,Healthcare,6313.0,,Low,Average,0,No,94,Associate Degree,Single,0.0,Mid,Medium,65.0,No,No,No,Fair,Low,Left
52359,26,Male,10,Education,4486.0,Good,High,Below Average,0,No,89,Associate Degree,Married,3.0,Mid,Large,53.0,Yes,No,Yes,Fair,Medium,Stayed
2451,42,Male,33,Finance,11448.0,Good,High,Average,2,No,94,High School,Single,1.0,Mid,Large,94.0,No,No,No,Poor,Very High,Left
3094,29,Male,17,Healthcare,8299.0,Fair,High,Average,1,No,11,Bachelor’s Degree,Married,3.0,Entry,Medium,31.0,No,No,Yes,Fair,High,Stayed
38879,33,Male,10,Technology,9583.0,Good,High,Average,1,No,76,Bachelor’s Degree,Single,1.0,Mid,Medium,55.0,No,No,No,Excellent,Medium,Left
34387,31,Male,21,Finance,9975.0,Excellent,Medium,Low,0,No,5,Associate Degree,Married,0.0,Mid,Medium,76.0,No,No,No,Good,High,Stayed
8516,34,Female,3,Education,3967.0,Fair,High,Below Average,0,Yes,12,PhD,Divorced,1.0,Senior,Small,72.0,No,No,No,Fair,Low,Stayed
